Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,1823.472,252.608,0
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,421.488,96.832,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,671.571,124.619,0
18,0,31,0,650,41,9,15,2,1,2,25,71.595,64.4355,60,1
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,229.8825,75.5425,0
8,1,34,0,5513,92,19,22,2,1,1,25,337.725,303.9525,83.7725,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,91.836,60.204,0
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,118.26,63.14,1
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,169.236,68.804,1
0,1,34,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,49.752,60,0
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,163.5975,68.1775,0
0,0,34,0,323,1,2,2,4,1,2,45,13.1,11.79,60,1
0,0,34,0,0,0,0,0,5,1,1,55,0,0,60,0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,648.081,122.009,0
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,1343.385,199.265,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,141.3045,65.7005,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,161.928,67.992,0
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,782.541,136.949,0
0,1,25,0,1010,30,186,9,2,2,1,25,883.8,795.42,138.38,1
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,80.91,60,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,28.917,60,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,43.29,60,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,86.913,60,0
0,0,23,0,2920,55,1,21,3,1,1,30,123,110.7,62.3,0
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,142.155,65.795,0
11,0,15,0,6088,135,78,40,1,2,1,15,771.265,694.1385,127.1265,0
7,0,13,0,8628,165,66,38,4,1,1,45,384.825,346.3425,88.4825,0
3,0,14,2,2548,39,24,17,3,1,1,30,199.48,179.532,69.948,0
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,897.084,149.676,0
0,1,7,0,1183,13,0,5,2,1,2,25,53.82,48.438,60,1
6,0,38,0,4125,68,3,17,2,1,1,25,202.185,181.9665,70.2185,0
0,0,39,0,73,2,5,4,2,1,1,25,25.875,23.2875,60,0
8,0,37,0,2208,57,357,24,2,1,1,25,1708.425,1537.5825,220.8425,0
8,0,38,0,3953,63,0,35,1,1,1,15,220.88,198.792,72.088,0
1,0,38,0,2148,55,0,33,1,1,1,15,121.165,109.0485,62.1165,0
9,0,38,1,3530,79,30,28,3,1,1,30,264.36,237.924,76.436,0
2,0,38,0,2115,36,283,18,3,1,1,30,1218.04,1096.236,171.804,0
11,0,37,2,8870,118,142,43,3,1,1,30,927.52,834.768,142.752,0
5,0,38,0,13528,166,0,44,3,1,1,30,547.76,492.984,104.776,0
5,0,38,1,4270,80,0,25,3,1,1,30,174,156.6,67.4,0
4,0,38,0,5673,92,5,12,2,1,1,25,281.925,253.7325,78.1925,0
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,95.184,60.576,0
23,0,38,3,14895,222,52,32,3,1,1,30,812.68,731.412,131.268,0
2,0,38,1,2850,24,481,8,3,1,1,30,2038.96,1835.064,253.896,0
7,0,37,0,15240,179,148,30,2,1,1,25,1359.855,1223.8695,185.9855,0
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,890.568,148.952,0
0,0,37,0,630,11,0,11,2,1,1,25,28.845,25.9605,60,0
0,0,38,0,465,11,11,8,2,1,1,25,70.92,63.828,60,0
0,0,37,0,0,0,0,0,2,1,1,25,0,0,60,1
1,0,37,0,7263,124,382,43,2,1,1,25,2051.415,1846.2735,255.1415,0
5,0,37,1,11220,151,9,47,3,1,1,30,490.84,441.756,99.084,0
6,0,37,1,6473,72,106,37,2,1,1,25,771.525,694.3725,127.1525,0
21,1,33,0,710,44,14,17,2,1,1,25,96.93,87.237,60,1
19,0,36,8,10190,90,0,42,4,1,1,45,257,231.3,75.7,0
11,1,36,1,5573,95,24,24,2,1,1,25,363.06,326.754,86.306,1
0,0,34,0,2595,19,0,14,3,1,1,30,104.56,94.104,60.456,0
7,0,35,0,2745,38,7,16,3,1,1,30,139.32,125.388,63.932,1
7,1,36,0,2023,41,32,31,3,1,1,30,210.56,189.504,71.056,1
0,0,36,0,0,0,0,0,3,1,1,30,0,0,60,1
0,0,36,0,1423,22,0,6,3,1,1,30,57.8,52.02,60,0
1,0,33,1,6540,94,12,22,4,1,1,45,195.85,176.265,69.585,0
0,0,36,0,383,4,7,4,4,1,1,45,27.175,24.4575,60,1
0,0,36,1,93,1,2,2,5,1,1,55,4.41,3.969,60,0
23,0,31,3,15830,235,0,80,2,1,1,25,722.925,650.6325,122.2925,0
4,0,34,3,6720,113,269,33,2,2,1,25,1517.985,1366.1865,201.7985,0
0,0,36,0,3473,79,0,28,2,1,1,25,159.84,143.856,65.984,0
1,0,35,0,1420,41,36,20,3,1,1,30,202.44,182.196,70.244,0
4,0,36,0,2535,50,173,23,2,1,1,25,894.825,805.3425,139.4825,0
2,1,27,1,1070,33,191,11,2,2,1,25,909.135,818.2215,140.9135,0
2,0,26,0,1323,36,28,68,4,1,1,45,103.975,93.5775,60.3975,0
9,0,27,0,455,22,8,7,2,1,1,25,57.465,51.7185,60,0
0,0,26,0,580,7,19,3,4,1,1,45,62.175,55.9575,60,0
8,0,25,0,980,29,17,13,2,1,1,25,121.905,109.7145,62.1905,0
0,0,25,0,2980,58,6,23,3,1,1,30,145.52,130.968,64.552,0
0,0,18,0,1450,23,26,14,2,1,1,25,183.285,164.9565,68.3285,0
14,1,17,1,6148,138,83,42,1,2,1,15,802.23,722.007,130.223,0
10,0,15,0,8688,168,71,40,4,1,1,45,398.9,359.01,89.89,0
6,0,16,3,2608,42,29,19,3,1,1,30,222,199.8,72.2,0
0,0,9,1,4145,37,213,10,3,1,1,30,1019.28,917.352,151.928,0
1,1,9,1,1243,16,0,7,3,1,1,30,50.36,45.324,60,1
0,0,34,0,4005,62,0,13,2,1,1,25,183.015,164.7135,68.3015,0
0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,0
2,0,33,0,2088,51,347,20,2,1,1,25,1657.755,1491.9795,215.7755,0
2,0,34,0,3833,57,0,31,2,1,1,25,175.05,157.545,67.505,0
0,0,34,0,2028,49,0,29,1,1,1,15,114.235,102.8115,61.4235,0
3,0,34,0,3410,73,20,24,2,1,1,25,246.735,222.0615,74.6735,0
0,0,34,0,1995,30,273,14,3,1,1,30,1173,1055.7,167.3,0
5,0,33,0,8750,112,132,39,3,1,1,30,882.48,794.232,138.248,0
0,0,34,0,13408,160,0,40,3,1,1,30,542.72,488.448,104.272,0
0,0,34,0,4150,74,0,21,3,1,1,30,168.96,152.064,66.896,0
0,0,34,0,5553,86,0,8,2,1,1,25,253.755,228.3795,75.3755,0
1,0,34,0,1873,45,0,13,3,1,2,30,76.72,69.048,60,0
17,0,34,1,14775,216,42,28,2,1,1,25,863.595,777.2355,136.3595,0
0,0,34,0,2730,18,471,4,3,1,1,30,1993.92,1794.528,249.392,0
1,0,33,0,15120,173,138,26,2,1,1,25,1309.185,1178.2665,180.9185,0
0,0,33,0,6135,77,174,22,3,1,1,30,944.48,850.032,144.448,0
0,0,33,0,510,5,0,7,2,1,2,25,23.175,20.8575,60,0
0,0,34,0,345,5,1,4,2,1,2,25,20.25,18.225,60,0
0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,33,0,7143,118,372,39,2,1,1,25,2000.745,1800.6705,250.0745,0
0,0,33,0,11100,145,0,43,3,1,1,30,449.8,404.82,94.98,0
0,0,33,0,6353,66,96,33,2,1,1,25,720.855,648.7695,122.0855,0
15,0,29,0,590,38,4,13,2,1,2,25,46.26,41.634,60,1
13,0,32,6,10070,84,0,38,4,1,1,45,253.85,228.465,75.385,0
5,1,32,0,5453,89,14,20,2,1,1,25,312.39,281.151,81.239,1
0,0,30,0,2475,13,0,10,3,1,1,30,99.52,89.568,60,0
1,1,31,0,2625,32,0,12,2,1,2,25,119.565,107.6085,61.9565,1
1,0,32,0,1903,35,22,27,3,1,2,30,165.52,148.968,66.552,1
0,1,32,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,32,0,1303,16,0,2,3,1,1,30,52.76,47.484,60,0
0,0,29,0,6420,88,2,18,4,1,1,45,167.7,150.93,66.77,0
0,0,32,0,263,1,0,1,3,1,2,30,10.56,9.504,60,1
0,0,32,0,0,0,0,0,4,1,1,45,0,0,60,0
17,0,27,1,15710,229,0,76,2,1,1,25,717.255,645.5295,121.7255,0
0,0,30,1,6600,107,259,29,2,2,1,25,1467.315,1320.5835,196.7315,0
0,0,32,0,3353,73,0,24,2,1,1,25,154.17,138.753,65.417,0
0,0,31,0,1300,35,26,16,3,1,2,30,157.4,141.66,65.74,0
0,0,32,0,2415,44,163,19,2,1,1,25,844.155,759.7395,134.4155,0
0,0,23,0,950,27,181,7,2,2,1,25,858.465,772.6185,135.8465,0
0,0,22,0,1203,30,18,64,4,1,1,45,75.825,68.2425,60,0
3,0,23,0,335,16,0,3,2,1,2,25,15.795,14.2155,60,0
0,0,22,0,0,0,9,0,4,1,2,45,22.5,20.25,60,0
2,0,21,0,860,23,7,9,2,1,1,25,71.235,64.1115,60,0
0,0,21,0,2860,52,0,19,3,1,1,30,116.48,104.832,61.648,0
0,0,14,0,1330,17,16,10,2,1,1,25,132.615,119.3535,63.2615,0
8,0,13,0,6028,132,73,38,1,2,1,15,740.3,666.27,124.03,0
4,0,11,0,8568,162,61,36,4,1,1,45,370.75,333.675,87.075,0
0,0,12,1,2488,36,19,15,3,1,1,30,176.96,159.264,67.696,0
0,0,5,0,4025,31,203,6,3,1,1,30,974.24,876.816,147.424,0
0,1,5,0,1123,10,0,3,2,1,2,25,50.985,45.8865,60,1
4,0,40,0,4145,67,8,19,2,1,1,25,225.54,202.986,72.554,0
0,0,41,0,93,1,10,6,2,1,2,25,49.23,44.307,60,0
6,0,39,0,2228,56,362,26,2,1,1,25,1731.78,1558.602,223.178,0
6,0,40,0,3973,62,4,37,2,1,1,25,199.575,179.6175,69.9575,0
0,0,40,0,2168,54,5,35,1,1,1,15,149.71,134.739,64.971,0
7,0,40,1,3550,78,35,30,3,1,1,30,285.12,256.608,78.512,0
0,0,40,0,2135,35,288,20,3,1,1,30,1238.8,1114.92,173.88,0
9,0,39,2,8890,117,147,45,3,1,1,30,948.28,853.452,144.828,0
3,0,40,0,13548,165,3,46,3,1,1,30,560.52,504.468,106.052,0
3,0,40,1,4290,79,5,27,3,1,1,30,194.76,175.284,69.476,0
2,0,40,0,5693,91,10,14,2,1,1,25,305.28,274.752,80.528,0
5,0,40,0,2013,50,11,19,3,1,2,30,126.52,113.868,62.652,0
21,0,40,3,14915,221,57,34,3,1,1,30,833.44,750.096,133.344,0
0,0,40,1,2870,23,486,10,3,1,1,30,2059.72,1853.748,255.972,0
5,0,39,0,15260,178,153,32,2,1,1,25,1383.21,1244.889,188.321,0
0,0,39,1,6275,82,189,28,3,1,1,30,1010.28,909.252,151.028,0
0,0,39,0,650,10,3,13,2,1,2,25,43.2,38.88,60,0
0,0,40,0,485,10,16,10,2,1,2,25,94.275,84.8475,60,0
0,0,39,0,0,0,3,0,2,1,2,25,13.5,12.15,60,1
0,0,39,0,7283,123,387,45,2,1,1,25,2074.77,1867.293,257.477,0
3,0,39,1,11240,150,14,49,3,1,1,30,511.6,460.44,101.16,0
4,0,39,1,6493,71,111,39,2,1,1,25,794.88,715.392,129.488,0
19,0,35,0,730,43,19,19,2,1,2,25,120.285,108.2565,62.0285,1
17,0,38,8,10210,89,4,44,4,2,1,45,267.475,240.7275,76.7475,0
9,0,38,1,5593,94,29,26,2,1,1,25,386.415,347.7735,88.6415,1
0,0,36,0,2615,18,3,16,3,1,1,30,117.32,105.588,61.732,0
5,1,37,0,2765,37,12,18,2,1,2,25,180.09,162.081,68.009,1
5,0,38,0,2043,40,37,33,3,1,2,30,231.32,208.188,73.132,1
0,0,38,0,0,0,3,0,3,1,2,30,12,10.8,60,1
0,0,38,0,1443,21,3,8,3,1,1,30,70.56,63.504,60,0
0,0,35,1,6560,93,17,24,4,1,1,45,208.825,187.9425,70.8825,0
0,1,38,0,403,3,12,6,4,1,2,45,40.15,36.135,60,1
0,0,38,1,0,0,7,0,5,1,1,55,10.5,9.45,60,0
21,0,33,3,15850,234,3,82,2,1,1,25,737.28,663.552,123.728,0
2,0,36,3,6740,112,274,35,2,2,1,25,1541.34,1387.206,204.134,0
0,0,38,0,3493,78,5,30,2,1,1,25,183.195,164.8755,68.3195,0
0,0,37,0,1440,40,41,22,3,1,2,30,223.2,200.88,72.32,0
2,0,38,0,2555,49,178,25,2,1,1,25,918.18,826.362,141.818,0
0,0,29,1,1090,32,196,13,2,2,1,25,932.49,839.241,143.249,0
0,0,28,0,1343,35,33,70,4,1,1,45,116.95,105.255,61.695,0
7,0,29,0,475,21,13,9,2,1,2,25,80.82,72.738,60,0
0,0,28,0,600,6,24,5,4,1,2,45,75.15,67.635,60,0
6,0,27,0,1000,28,22,15,2,1,1,25,145.26,130.734,64.526,0
0,0,27,0,3000,57,11,25,3,1,1,30,166.28,149.652,66.628,0
0,0,20,0,1470,22,31,16,2,1,1,25,206.64,185.976,70.664,0
12,0,19,1,6168,137,88,44,1,2,1,15,830.775,747.6975,133.0775,0
8,0,17,0,8708,167,76,42,4,1,1,45,411.875,370.6875,91.1875,0
4,0,18,3,2628,41,34,21,3,1,1,30,242.76,218.484,74.276,0
0,0,11,1,4165,36,218,12,3,1,1,30,1040.04,936.036,154.004,0
0,1,11,1,1263,15,3,9,3,1,1,30,63.12,56.808,60,1
2,0,32,0,3985,63,0,11,2,1,1,25,182.16,163.944,68.216,0
0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,0
4,0,31,0,2068,52,342,18,2,1,1,25,1634.4,1470.96,213.44,0
4,0,32,0,3813,58,0,29,1,1,1,15,212.905,191.6145,71.2905,0
0,0,32,0,2008,50,0,27,1,1,1,15,113.19,101.871,61.319,0
5,0,32,0,3390,74,15,22,2,1,1,25,223.38,201.042,72.338,0
0,0,32,0,1975,31,268,12,3,1,1,30,1152.24,1037.016,165.224,0
7,0,31,0,8730,113,127,37,3,1,1,30,861.72,775.548,136.172,0
1,0,32,0,13388,161,0,38,3,1,1,30,541.96,487.764,104.196,0
1,0,32,0,4130,75,0,19,3,1,1,30,168.2,151.38,66.82,0
0,0,32,0,5533,87,0,6,2,1,1,25,252.9,227.61,75.29,0
3,0,32,0,1853,46,0,11,3,1,2,30,75.96,68.364,60,0
19,0,32,1,14755,217,37,26,3,1,1,30,746.88,672.192,124.688,0
0,0,32,0,2710,19,466,2,3,1,1,30,1973.16,1775.844,247.316,0
3,0,31,0,15100,174,133,24,2,1,1,25,1285.83,1157.247,178.583,0
0,0,31,0,6115,78,169,20,3,1,1,30,923.72,831.348,142.372,0
0,0,31,0,490,6,0,5,2,1,2,25,22.32,20.088,60,0
0,0,32,0,325,6,0,2,2,1,2,25,14.895,13.4055,60,0
0,0,31,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,31,0,7123,119,367,37,2,1,1,25,1977.39,1779.651,247.739,0
1,0,31,0,11080,146,0,41,3,1,1,30,449.04,404.136,94.904,0
2,0,31,0,6333,67,91,31,2,1,1,25,697.5,627.75,119.75,0
17,0,27,0,570,39,0,11,2,1,2,25,27.405,24.6645,60,1
15,0,30,6,10050,85,0,36,4,1,1,45,253.375,228.0375,75.3375,0
7,0,30,0,5433,90,9,18,2,1,1,25,289.035,260.1315,78.9035,1
0,0,28,0,2455,14,0,8,3,1,1,30,98.76,88.884,60,0
3,1,29,0,2605,33,0,10,2,1,2,25,118.71,106.839,61.871,1
3,0,30,0,1883,36,17,25,3,1,2,30,144.76,130.284,64.476,1
0,0,30,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,30,0,1283,17,0,5,3,1,1,30,52,46.8,60,0
0,0,27,0,6400,89,0,16,4,1,1,45,162.225,146.0025,66.2225,0
0,1,30,0,0,0,0,0,4,1,2,45,0,0,60,1
0,0,30,0,0,0,0,0,4,1,1,45,0,0,60,0
19,0,25,1,15690,230,0,74,2,1,1,25,716.4,644.76,121.64,0
0,0,28,1,6580,108,254,27,2,2,1,25,1443.96,1299.564,194.396,0
0,0,30,0,3333,74,0,22,2,1,1,25,153.315,137.9835,65.3315,0
0,0,29,0,1280,36,21,14,3,1,2,30,136.64,122.976,63.664,0
0,0,30,0,2395,45,158,17,2,1,1,25,820.8,738.72,132.08,0
0,0,21,0,930,28,176,5,2,2,1,25,835.11,751.599,133.511,0
0,0,20,0,1183,31,13,62,4,1,1,45,62.85,56.565,60,0
5,0,21,0,315,17,0,1,2,1,2,25,14.94,13.446,60,0
0,0,20,0,0,0,4,0,4,1,2,45,10,9,60,0
4,0,19,0,840,24,2,7,2,1,1,25,47.88,43.092,60,0
0,0,19,0,2840,53,0,17,3,1,1,30,115.72,104.148,61.572,0
0,0,12,0,1310,18,11,8,2,1,1,25,109.26,98.334,60.926,0
10,0,11,0,6008,133,68,36,1,2,1,15,711.755,640.5795,121.1755,0
6,0,9,0,8548,163,56,34,4,1,1,45,357.775,321.9975,85.7775,0
2,0,10,1,2468,37,14,13,3,1,1,30,156.2,140.58,65.62,0
0,0,3,0,4005,32,198,4,3,1,1,30,953.48,858.132,145.348,0
0,0,3,0,1103,11,0,1,2,1,1,25,50.13,45.117,60,1
8,0,42,0,4325,75,13,21,3,1,1,30,228,205.2,72.8,0
0,0,43,0,273,9,15,8,2,1,2,25,80.19,72.171,60,0
10,0,41,0,2408,64,367,28,3,1,1,30,1566.88,1410.192,206.688,0
10,0,42,0,4153,70,9,39,1,1,1,15,281.765,253.5885,78.1765,0
3,0,42,0,2348,62,10,37,1,1,1,15,187.55,168.795,68.755,0
11,0,42,1,3730,86,40,32,3,1,1,30,312.64,281.376,81.264,0
4,0,42,0,2315,43,293,22,3,1,1,30,1266.32,1139.688,176.632,0
13,0,41,2,9070,125,152,47,3,1,1,30,975.8,878.22,147.58,0
7,0,42,0,13728,173,8,48,3,1,1,30,588.04,529.236,108.804,0
7,0,42,1,4470,87,10,29,3,1,1,30,222.28,200.052,72.228,0
6,0,42,0,5873,99,15,16,3,1,1,30,298.88,268.992,79.888,0
9,1,42,0,2193,58,16,21,3,1,2,30,154.04,138.636,65.404,0
25,0,42,3,15095,229,62,36,3,1,1,30,860.96,774.864,136.096,0
4,0,42,1,3050,31,491,12,3,1,1,30,2087.24,1878.516,258.724,0
9,0,41,0,15440,186,158,34,2,1,1,25,1414.17,1272.753,191.417,0
3,0,41,1,6455,90,194,30,3,1,1,30,1037.8,934.02,153.78,0
0,0,41,0,830,18,8,15,2,1,2,25,74.16,66.744,60,0
2,0,42,0,665,18,21,12,3,1,2,30,111.32,100.188,61.132,0
0,0,41,0,0,0,8,0,2,1,2,25,36,32.4,60,1
3,0,41,0,7463,131,392,47,2,1,1,25,2105.73,1895.157,260.573,0
7,0,41,1,11420,158,19,51,4,1,1,45,336.95,303.255,83.695,0
8,0,41,1,6673,79,116,41,2,1,1,25,825.84,743.256,132.584,0
23,1,37,0,910,51,24,21,2,1,2,25,151.245,136.1205,65.1245,1
21,1,40,8,10390,97,9,46,5,2,1,55,170.805,153.7245,67.0805,0
13,0,40,1,5773,102,34,28,2,1,1,25,417.375,375.6375,91.7375,0
1,0,38,0,2795,26,8,18,3,1,1,30,144.84,130.356,64.484,0
9,1,39,0,2945,45,17,20,3,1,2,30,187.6,168.84,68.76,1
9,0,40,0,2223,48,42,35,3,1,2,30,258.84,232.956,75.884,1
0,0,40,0,88,6,8,6,3,1,2,30,35.76,32.184,60,1
1,0,40,0,1623,29,8,10,3,1,1,30,98.08,88.272,60,0
3,0,37,1,6740,101,22,26,5,1,1,55,135.615,122.0535,63.5615,0
0,1,40,0,583,11,17,8,4,1,2,45,57.35,51.615,60,1
0,0,40,1,293,8,12,6,5,1,1,55,22.515,20.2635,60,0
25,0,35,3,16030,242,8,84,2,1,1,25,768.24,691.416,126.824,0
6,0,38,3,6920,120,279,37,2,2,1,25,1572.3,1415.07,207.23,0
2,0,40,0,3673,86,10,32,2,1,1,25,214.155,192.7395,71.4155,0
3,0,39,0,1620,48,46,24,3,1,2,30,250.72,225.648,75.072,0
6,0,40,0,2735,57,183,27,2,1,1,25,949.14,854.226,144.914,0
4,0,31,1,1270,40,201,15,2,2,1,25,963.45,867.105,146.345,0
4,0,30,0,1523,43,38,72,4,1,1,45,134.15,120.735,63.415,0
11,0,31,0,655,29,18,11,2,1,2,25,111.78,100.602,61.178,0
0,0,30,0,780,14,29,7,4,1,2,45,92.35,83.115,60,0
10,0,29,0,1180,36,27,17,2,1,1,25,176.22,158.598,67.622,0
2,0,29,0,3180,65,16,27,3,1,1,30,193.8,174.42,69.38,0
2,0,22,0,1650,30,36,18,2,1,1,25,237.6,213.84,73.76,0
16,0,21,1,6348,145,93,46,2,2,1,25,710.685,639.6165,121.0685,0
12,0,19,0,8888,175,81,44,4,1,1,45,429.075,386.1675,92.9075,0
8,0,20,3,2808,49,39,23,3,1,1,30,270.28,243.252,77.028,0
2,0,13,1,4345,44,223,14,3,1,1,30,1067.56,960.804,156.756,0
3,0,13,1,1443,23,8,11,3,1,1,30,90.64,81.576,60,1
0,0,30,0,3805,55,0,9,2,1,1,25,173.7,156.33,67.37,0
0,0,31,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,29,0,1888,44,337,16,2,1,1,25,1603.44,1443.096,210.344,0
0,0,30,0,3633,50,0,27,1,1,1,15,202.565,182.3085,70.2565,0
0,0,30,0,1828,42,0,25,1,1,1,15,102.85,92.565,60.285,0
1,0,30,0,3210,66,10,20,2,1,1,25,192.42,173.178,69.242,0
0,0,30,0,1795,23,263,10,3,1,1,30,1124.72,1012.248,162.472,0
3,0,29,0,8550,105,122,35,3,1,1,30,834.2,750.78,133.42,0
0,0,30,0,13208,153,0,36,3,1,1,30,534.44,480.996,103.444,0
0,0,30,0,3950,67,0,17,3,1,1,30,160.68,144.612,66.068,0
0,0,30,0,5353,79,0,4,2,1,1,25,244.44,219.996,74.444,0
0,0,30,0,1673,38,0,9,3,1,2,30,68.44,61.596,60,0
15,0,30,1,14575,209,32,24,2,1,1,25,809.28,728.352,130.928,0
0,0,30,0,2530,11,461,7,3,1,1,30,1945.64,1751.076,244.564,0
0,0,29,0,14920,166,128,22,2,1,1,25,1254.87,1129.383,175.487,0
0,0,29,0,5935,70,164,18,3,1,1,30,896.2,806.58,139.62,0
0,0,29,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,30,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,29,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,29,0,6943,111,362,35,2,1,1,25,1946.43,1751.787,244.643,0
0,0,29,0,10900,138,0,39,3,1,1,30,441.52,397.368,94.152,0
0,0,29,0,6153,59,86,29,2,1,1,25,666.54,599.886,116.654,0
13,1,25,0,390,31,0,9,2,1,2,25,18.945,17.0505,60,1
11,0,28,6,9870,77,0,34,4,2,1,45,248.675,223.8075,74.8675,0
3,0,28,0,5253,82,4,16,2,1,1,25,258.075,232.2675,75.8075,1
0,0,26,0,2275,6,0,6,3,1,1,30,91.24,82.116,60,0
0,1,27,0,2425,25,0,8,2,1,2,25,110.25,99.225,61.025,1
0,1,28,0,1703,28,12,23,3,1,2,30,117.24,105.516,61.724,1
0,0,28,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,28,0,0,0,0,0,3,1,1,30,0,0,60,0
0,0,25,0,6220,81,0,14,4,1,1,45,157.525,141.7725,65.7525,0
0,0,28,0,0,0,0,0,3,1,2,30,0,0,60,1
0,1,28,0,0,0,0,0,4,1,1,45,0,0,60,1
15,0,23,1,15510,222,0,72,2,1,1,25,707.94,637.146,120.794,0
0,0,26,1,6400,100,249,25,2,2,1,25,1413,1271.7,191.3,0
0,0,28,0,3153,66,0,20,2,1,1,25,144.855,130.3695,64.4855,0
0,0,27,0,1100,28,16,12,3,1,2,30,109.12,98.208,60.912,0
0,0,28,0,2215,37,153,15,2,1,1,25,789.84,710.856,128.984,0
0,0,19,0,750,20,171,3,2,2,1,25,804.15,723.735,130.415,0
0,0,18,0,1003,23,8,60,4,1,1,45,45.65,41.085,60,0
0,0,19,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,18,0,0,0,0,0,4,1,2,45,0,0,60,0
0,0,17,0,660,16,0,5,2,1,1,25,30.42,27.378,60,0
0,0,17,0,2660,45,0,15,3,1,1,30,108.2,97.38,60.82,0
0,0,10,0,1130,10,6,6,2,1,1,25,78.3,70.47,60,0
6,0,9,0,5828,125,63,34,1,2,1,15,673.915,606.5235,117.3915,0
2,0,7,0,8368,155,51,32,4,1,1,45,340.575,306.5175,84.0575,0
0,0,8,1,2288,29,9,11,3,1,1,30,128.68,115.812,62.868,0
0,0,3,0,3825,24,193,2,2,1,1,25,1041.705,937.5345,154.1705,0
0,0,3,0,0,0,0,0,2,1,1,25,0,0,60,1
5,0,39,0,4245,73,9,20,2,1,1,25,234.81,211.329,73.481,0
0,0,40,0,193,7,11,7,2,1,2,25,58.5,52.65,60,0
7,0,38,0,2328,62,363,27,2,1,1,25,1741.05,1566.945,224.105,0
7,0,39,0,4073,68,5,38,1,1,1,15,255.255,229.7295,75.5255,0
0,0,39,0,2268,60,6,36,1,1,1,15,161.04,144.936,66.104,0
8,0,39,0,3650,84,36,31,2,1,1,25,330.03,297.027,83.003,0
1,0,39,0,2235,41,289,21,3,1,1,30,1247.04,1122.336,174.704,0
10,0,38,1,8990,123,148,46,3,1,1,30,956.52,860.868,145.652,0
4,0,39,0,13648,171,4,47,3,1,1,30,568.76,511.884,106.876,0
4,0,39,0,4390,85,6,28,3,1,1,30,203,182.7,70.3,0
3,0,39,0,5793,97,11,15,2,1,1,25,314.55,283.095,81.455,0
6,0,39,0,2113,56,12,20,3,1,2,30,134.76,121.284,63.476,0
22,0,39,2,15015,227,58,35,3,1,1,30,841.68,757.512,134.168,0
1,0,39,0,2970,29,487,11,3,1,1,30,2067.96,1861.164,256.796,0
6,0,38,0,15360,184,154,33,2,1,1,25,1392.48,1253.232,189.248,0
0,0,38,0,6375,88,190,29,3,1,1,30,1018.52,916.668,151.852,0
0,0,38,0,750,16,4,14,2,1,2,25,52.47,47.223,60,0
0,0,39,0,585,16,17,11,2,1,2,25,103.545,93.1905,60.3545,0
0,0,38,0,0,0,4,0,2,1,2,25,18,16.2,60,1
0,0,38,0,7383,129,388,46,2,1,1,25,2084.04,1875.636,258.404,0
4,0,38,0,11340,156,15,50,3,1,1,30,519.84,467.856,101.984,0
5,0,38,0,6593,77,112,40,2,1,1,25,804.15,723.735,130.415,0
20,1,34,0,830,49,20,20,2,1,2,25,129.555,116.5995,62.9555,1
18,0,37,7,10310,95,5,45,4,2,1,45,272.625,245.3625,77.2625,0
10,0,37,0,5693,100,30,27,2,1,1,25,395.685,356.1165,89.5685,1
0,0,35,0,2715,24,4,17,3,1,1,30,125.56,113.004,62.556,0
6,1,36,0,2865,43,13,19,2,1,2,25,189.36,170.424,68.936,1
6,1,37,0,2143,46,38,34,3,1,2,30,239.56,215.604,73.956,1
